Sample,Ecotype_id,Name,Tissue,Condition,Sequenced by,Genome_mCG,Genome_mCHG,Genome_mCHH,Genome_mC,TE_mCG,TE_mCHG,TE_mCHH,TE_mC,RdDM_mCG,RdDM_mCHG,RdDM_mCHH,RdDM_mC,CMT2_mCG,CMT2_mCHG,CMT2_mCHH,CMT2_mC,mGB_mCG
8285,8285,DraIII-1,Leaf,a.t.,SALK,0.046488634,0.014943095,0.024550775,0.085982503,0.525542188,0.221828577,0.090850086,0.166120844,0.764635024,0.436929484,0.247122937,0.346153815,0.822421791,0.434103786,0.149679336,0.288605976,0.224715829
8290,8290,En-1,Leaf,a.t.,SALK,0.032912073,0.010511933,0.014918436,0.058342442,0.498950676,0.231377088,0.072977781,0.144459108,0.716896029,0.442373434,0.211827893,0.304549469,0.765454105,0.435683081,0.111028058,0.244083328,0.201743591
8297,8297,Ge-0,Leaf,a.t.,SALK,0.03421347,0.00945712,0.011131295,0.054801885,0.480421351,0.184510205,0.058497664,0.131599833,0.706147482,0.362038522,0.182150964,0.283343679,0.749505245,0.363673377,0.080905085,0.214001325,0.175617095
8306_10C,8306,Hov4-1,Leaf,10 寮C,GMI,0.032402738,0.009980462,0.008826431,0.051209631,0.533501192,0.244708954,0.04988729,0.136913797,0.760938293,0.412984659,0.149415118,0.267680183,0.806795656,0.489119453,0.065713255,0.230074143,0.204655066
8307_10C,8307,Hovdala-6,Leaf,10 寮C,GMI,0.03298913,0.008635029,0.009416006,0.051040165,0.505238131,0.192779865,0.049258328,0.12666564,0.742011522,0.353855164,0.144109733,0.253720168,0.78912408,0.412719638,0.083706616,0.228547745,0.204930927
8307_16C,8307,Hovdala-6,Leaf,16 寮C,GMI,0.039306047,0.011254217,0.012512609,0.063072873,0.499919751,0.199605467,0.064275871,0.143481434,0.733006375,0.374565516,0.187992902,0.294416484,0.787481508,0.408006008,0.105769093,0.256561759,0.197998151
8311_pub,8311,In-0,Leaf,a.t.,SALK,0.047212619,0.019126689,0.034388661,0.100727969,0.527205033,0.28369344,0.125022977,0.202971909,0.775573583,0.518820467,0.342699165,0.432031896,0.851823781,0.576261045,0.212572416,0.358807276,0.218578807
8312_bud,8312,Is-0,Flower bud,a.t.,SALK,0.041114816,0.016713648,0.013717021,0.071545485,0.561486812,0.306365775,0.077199979,0.175845316,0.811395114,0.519614718,0.255889277,0.375882304,0.885314554,0.592035767,0.078818347,0.273105187,0.194310141
8312_pub,8312,Is-0,Leaf,a.t.,SALK,0.03778786,0.016921395,0.028778582,0.083487836,0.516985887,0.278329074,0.108533674,0.183680708,0.754388694,0.528607682,0.326618396,0.41105625,0.833374683,0.564530194,0.17108343,0.322319651,0.169529397
8326,8326,Lis-1,Leaf,a.t.,SALK,0.026882653,0.00734227,0.011732966,0.045957889,0.512123343,0.196908726,0.059063253,0.129949142,0.745355304,0.373070488,0.155229092,0.254803311,0.790611185,0.402335221,0.107837346,0.237548165,0.173672091
8326_10C,8326,Lis-1,Leaf,10 寮C,GMI,0.032811967,0.010887027,0.009335535,0.053034528,0.497041378,0.210237299,0.043854266,0.124621091,0.734498645,0.35503401,0.122381556,0.236140036,0.784899454,0.46636826,0.081525676,0.239881032,0.175067743
8334,8334,Lu-1,Leaf,a.t.,SALK,0.048711207,0.014654347,0.020233051,0.083598605,0.531942415,0.248687103,0.098792427,0.178360516,0.748015439,0.47820644,0.278358254,0.378932542,0.800789499,0.42893668,0.131981552,0.272989575,0.231236812
8334_10C,8334,Lu-1,Leaf,10 寮C,GMI,0.032465922,0.008952816,0.009168959,0.050587697,0.493622431,0.213086241,0.044938584,0.124668483,0.714352082,0.358042128,0.1221326,0.234010415,0.758975778,0.455368168,0.072321644,0.223080602,0.217152181
8335_10C,8335,Lund,Leaf,10 寮C,GMI,0.030395782,0.007944707,0.008078808,0.046419297,0.503818092,0.203015507,0.043370705,0.120899915,0.742733934,0.361451167,0.129236322,0.239403013,0.79249449,0.432417287,0.068589718,0.219910447,0.207889357
8335_16C,8335,Lund,Leaf,16 寮C,GMI,0.02905398,0.007346445,0.008928098,0.045328522,0.500788772,0.199894948,0.047296996,0.122453557,0.735634498,0.362455466,0.138408188,0.244858026,0.78014218,0.416619604,0.075510787,0.218937332,0.207318251
8337,8337,Mir-0,Leaf,a.t.,SALK,0.027196954,0.007901047,0.013453737,0.048551738,0.492743317,0.204975358,0.065848299,0.133575108,0.722659382,0.3918627,0.181774742,0.275596327,0.803106695,0.422826761,0.116127268,0.247559984,0.177928649
8343,8343,Na-1,Leaf,a.t.,SALK,0.032954845,0.008586914,0.017223559,0.058765318,0.531505231,0.189038713,0.070776418,0.141098678,0.760197658,0.372486704,0.182430995,0.2798042,0.827067664,0.381034844,0.130377176,0.258656666,0.202577988
8351,8351,Ost-0,Leaf,a.t.,SALK,0.040421692,0.013290193,0.021419922,0.075131807,0.483736046,0.232035086,0.092907898,0.16312871,0.707359684,0.454092495,0.26229892,0.352424828,0.732236746,0.402611808,0.126305932,0.251085328,0.2083225
8351_10C,8351,Ost-0,Leaf,10 寮C,GMI,0.040074409,0.012123772,0.010556418,0.062754598,0.505236191,0.218950833,0.05143485,0.13484785,0.731591912,0.385597731,0.157340376,0.270523268,0.781253207,0.450795752,0.080651113,0.24076095,0.230647746
8351_16C,8351,Ost-0,Leaf,16 寮C,GMI,0.030855841,0.007803899,0.009290897,0.047950637,0.48038441,0.197427498,0.0533712,0.128274068,0.706304462,0.362478723,0.1508174,0.256902074,0.7232341,0.384080828,0.074280602,0.21145763,0.20490779
8353,8353,Pa-1,Leaf,a.t.,SALK,0.028205183,0.006808023,0.012236107,0.047249313,0.511438055,0.186338908,0.061535777,0.128947755,0.722940707,0.359401556,0.166192474,0.257483702,0.797898727,0.383947035,0.108339225,0.235004215,0.210628941
8354,8354,Per-1,Leaf,a.t.,SALK,0.03066065,0.010651558,0.018699675,0.060011883,0.496960887,0.224023275,0.078251493,0.147613023,0.719642119,0.424666419,0.204669287,0.298070949,0.78199243,0.449468228,0.147761974,0.277989581,0.161722874
8357,8357,Pla-0,Leaf,a.t.,SALK,0.037465816,0.011369551,0.019778204,0.068613571,0.536166065,0.209867617,0.083337086,0.15876872,0.761208451,0.419045529,0.226819307,0.327535177,0.839704568,0.409810865,0.138829481,0.277009505,0.168836788
8357_bud,8357,Pla-0,Flower bud,a.t.,SALK,0.041746691,0.017489507,0.020917122,0.08015332,0.576949532,0.340793487,0.109325134,0.206082945,0.819809425,0.569063691,0.297070048,0.415876348,0.88955328,0.611305423,0.147880674,0.32216701,0.18017729
8365,8365,Rak-2,Leaf,a.t.,SALK,0.035410556,0.010186529,0.012871019,0.058468104,0.501392416,0.191263648,0.056038239,0.129156999,0.722112756,0.364712058,0.168738207,0.268022285,0.77151333,0.394459216,0.086698444,0.22387214,0.1978936
8369_10C,8369,Rev-1,Leaf,10 寮C,GMI,0.032249071,0.009035867,0.00923202,0.050516958,0.464345354,0.186540276,0.051055356,0.123806624,0.702435969,0.358368878,0.159087687,0.261853974,0.746101665,0.39252591,0.076529064,0.219887751,0.179516384
8369_16C,8369,Rev-1,Leaf,16 寮C,GMI,0.032241314,0.008852616,0.010841285,0.051935214,0.461265735,0.181699931,0.05786079,0.127706864,0.698244927,0.36733952,0.180583866,0.278112947,0.745636333,0.369816965,0.085755771,0.222704757,0.176005605
8376_10C,8376,Sanna-2,Leaf,10 寮C,GMI,0.03794592,0.009178779,0.00925911,0.056383809,0.532363822,0.200763644,0.04728156,0.129680685,0.75639172,0.354476711,0.141679348,0.253694253,0.820921918,0.425291897,0.074283963,0.228722479,0.266524163
8378,8378,Sap-0,Leaf,a.t.,SALK,0.034382515,0.008772882,0.01319825,0.056353648,0.494737363,0.195399427,0.069069618,0.139346946,0.721776126,0.398498228,0.208941631,0.303418174,0.768186787,0.37465405,0.101107717,0.230965559,0.212011664
8386,8386,Sr:5,Leaf,a.t.,SALK,0.030270423,0.007421272,0.014046818,0.051738513,0.526960769,0.188143389,0.07109886,0.13908393,0.749977834,0.389555061,0.215996806,0.30308125,0.832617908,0.383413997,0.107048461,0.238305527,0.212276216
8387_10C,8387,St-0,Leaf,10 寮C,GMI,0.031714657,0.010489462,0.008901755,0.051105874,0.491924371,0.210476861,0.042933056,0.123197213,0.725001489,0.359214914,0.128106191,0.240207489,0.791337439,0.459752028,0.06768985,0.228156026,0.174817668
8387_16C,8387,St-0,Leaf,16 寮C,GMI,0.030461553,0.009897405,0.009019308,0.049378266,0.489144711,0.209593251,0.047860624,0.12488736,0.718990411,0.371792474,0.144964207,0.251168356,0.798728167,0.448783773,0.077966178,0.232043494,0.170052877
8419,8419,Wil-1,Leaf,a.t.,SALK,0.03209443,0.00951712,0.015310273,0.056921823,0.501882358,0.20058048,0.067855371,0.138675659,0.73318429,0.378267341,0.183417187,0.282971075,0.785103627,0.41202778,0.120976521,0.249657873,0.18279385
8420_pub,8420,Kelsterbach-4,Leaf,a.t.,SALK,0.04415964,0.018414454,0.030609928,0.093184022,0.539509596,0.286882356,0.117237098,0.197144234,0.788606428,0.540081726,0.338973049,0.431375934,0.850752018,0.557030464,0.186484948,0.336801822,0.190865167
8422_16C,8422,Fj蘝1-1,Leaf,16 寮C,GMI,0.029938609,0.008413251,0.008444508,0.046796367,0.474878279,0.188754259,0.046557298,0.121344356,0.713797243,0.346489629,0.141206815,0.24922251,0.753989563,0.406127606,0.076714154,0.22078967,0.170925129
8424,8424,Kas-2,Leaf,a.t.,SALK,0.026113649,0.00847405,0.012154308,0.046742008,0.510706482,0.216402984,0.061245782,0.134622816,0.746795099,0.405680741,0.179693213,0.281441981,0.797985645,0.433230515,0.101362653,0.239572246,0.141623468
8426_10C,8426,Ull1-1,Leaf,10 寮C,GMI,0.034498489,0.010175413,0.009786418,0.05446032,0.527503615,0.207131372,0.046495527,0.129425901,0.755509165,0.354331641,0.126968705,0.243795812,0.80421376,0.438634274,0.084686781,0.238944411,0.196268213
8426_16C,8426,Ull1-1,Leaf,16 寮C,GMI,0.032673244,0.009591128,0.010669892,0.052934265,0.526555946,0.209949214,0.054952408,0.134011729,0.757628406,0.371569596,0.153121573,0.262351637,0.807627603,0.436843011,0.096259012,0.243275703,0.190730432
8428,8428,Uod-2,Leaf,a.t.,SALK,0.029264856,0.008998536,0.014755861,0.053019253,0.516467924,0.206162898,0.065419768,0.13614583,0.75166106,0.397825566,0.185595168,0.284023896,0.83015241,0.431388328,0.122638927,0.257314879,0.17867048
8472,8472,LP3413.41,Leaf,a.t.,SALK,0.03442932,0.011099868,0.017767664,0.063296851,0.519913516,0.215564007,0.074140187,0.146907061,0.749633577,0.41980554,0.208402503,0.307275297,0.841457245,0.438025611,0.130788006,0.269616134,0.188217159
8584,8584,328ME059,Leaf,a.t.,SALK,0.029167834,0.008115216,0.012247854,0.049530905,0.525820955,0.205280843,0.056689452,0.129129488,0.754171769,0.362337832,0.155711135,0.255019398,0.839604006,0.444917247,0.104114973,0.245160407,0.208010737
8699_ebi,8699,328PNA062,Leaf,23 寮C,MPI,0.043912878,0.014261675,0.016592738,0.07476729,0.517161929,0.231983305,0.089543517,0.170775139,0.74604389,0.435686323,0.266637945,0.368163395,0.817400826,0.453764207,0.136416248,0.285028932,0.199366852
9045,9045,RMXF413.15,Leaf,a.t.,SALK,0.032684928,0.008189706,0.012592228,0.053466862,0.526750272,0.185218951,0.061597758,0.135316333,0.750257208,0.353480012,0.166002926,0.266927993,0.833547544,0.382815435,0.110288064,0.248755085,0.203360772
9057_16C,9057,Vinsl苔v,Leaf,16 寮C,GMI,0.035737875,0.011628678,0.010352068,0.057718621,0.524567237,0.22738095,0.051400698,0.136687518,0.762180243,0.385463593,0.146323039,0.263187156,0.813106267,0.476572859,0.088581835,0.25042453,0.188163305
9058_10C,9058,V蘝stervik,Leaf,10 寮C,GMI,0.032857071,0.009552136,0.009565005,0.051974212,0.526743763,0.232319048,0.052134285,0.1370656,0.749624283,0.384847174,0.148806773,0.26553433,0.801824162,0.477430322,0.081936054,0.240871244,0.216901942
9058_16C,9058,V蘝stervik,Leaf,16 寮C,GMI,0.033126548,0.009032858,0.010110967,0.052270372,0.523183227,0.217071359,0.052819898,0.134004213,0.743900261,0.36744833,0.144163119,0.255511336,0.799523355,0.450232228,0.093171114,0.243561256,0.221266453
9067,9067,Xan-3,Leaf,a.t.,SALK,0.040755116,0.011773938,0.020568446,0.0730975,0.523818909,0.218963805,0.089726813,0.164523855,0.759269089,0.415092904,0.243314882,0.340156858,0.823334254,0.44111005,0.135299098,0.272804002,0.244793939
9069,9069,Xan-5,Leaf,a.t.,SALK,0.029529698,0.009569195,0.015879686,0.054978579,0.478130603,0.192886814,0.072548394,0.139497161,0.711190622,0.387932847,0.209148934,0.299868421,0.760157591,0.380355297,0.117996398,0.245457394,0.130190414
9070,9070,Xan-6,Leaf,a.t.,SALK,0.036399168,0.011860571,0.019228716,0.067488455,0.50099746,0.191742905,0.076355147,0.147416898,0.733366356,0.380921996,0.219990122,0.313812412,0.765709494,0.374486821,0.119969762,0.248278599,0.135134882
9075,9075,Lerik1-4,Leaf,a.t.,SALK,0.03300937,0.009004717,0.014132525,0.056146613,0.516491446,0.180833644,0.062630062,0.134530157,0.736338137,0.348416052,0.17626674,0.273137379,0.805670324,0.372685922,0.112172355,0.246676596,0.174438478
9078,9078,Lerik1-7,Leaf,a.t.,SALK,0.028780573,0.008225735,0.015604113,0.052610422,0.517621237,0.195696223,0.065496877,0.135310071,0.74070639,0.377531361,0.18179347,0.276306581,0.796187984,0.396418811,0.111171159,0.241970256,0.157496148
9079,9079,Lerik2-1,Leaf,a.t.,SALK,0.044640143,0.014812575,0.026211881,0.085664599,0.536710489,0.246420575,0.119639282,0.195416723,0.785517636,0.483376142,0.324277972,0.418823799,0.81329273,0.425600112,0.15919709,0.294773022,0.183726658
9081,9081,Lerik2-3,Leaf,a.t.,SALK,0.031432376,0.009253392,0.016219937,0.056905705,0.513683097,0.196234306,0.075728704,0.145338633,0.736573527,0.375852077,0.207395601,0.298380933,0.78734888,0.402048176,0.132655759,0.261867039,0.16625009
9084,9084,Lerik2-6,Leaf,a.t.,SALK,0.034676997,0.010241057,0.016702408,0.061620462,0.531335992,0.220007955,0.079157101,0.154441422,0.763420038,0.414677987,0.213667475,0.314275318,0.816768054,0.421848143,0.126127872,0.263524203,0.19335679
9085,9085,Lerik2-7,Leaf,a.t.,SALK,0.042013453,0.013556686,0.0232328,0.078802939,0.539666781,0.251346454,0.11579261,0.192613255,0.787132793,0.487973107,0.310317653,0.407437445,0.810408631,0.427240264,0.147834223,0.285202803,0.188430783
9089,9089,Nar-3,Leaf,a.t.,SALK,0.02423092,0.006708415,0.011234815,0.04217415,0.478501981,0.192297591,0.062159965,0.127613436,0.705072794,0.38071455,0.179045109,0.269820609,0.762841266,0.39037776,0.102667743,0.22897134,0.153406288
9091,9091,Nar-5,Leaf,a.t.,SALK,0.027696757,0.006744296,0.012149344,0.046590396,0.514814576,0.183429287,0.061798261,0.130340459,0.74612168,0.361951004,0.177379552,0.27078626,0.805279268,0.375304424,0.10216644,0.231158325,0.186059352
9095,9095,Istisu-5,Leaf,a.t.,SALK,0.028062406,0.007035589,0.01032867,0.045426665,0.491490217,0.189357005,0.050415086,0.120013574,0.702282295,0.324483609,0.126377826,0.22414788,0.772369074,0.403174633,0.096948417,0.227621033,0.210523019
9099,9099,Istisu-9,Leaf,a.t.,SALK,0.030895333,0.00698757,0.013191992,0.051074895,0.51516053,0.153143585,0.059772635,0.12802586,0.74006945,0.314837852,0.16425005,0.258928759,0.794352048,0.315624016,0.108103128,0.229973994,0.166714165
9100,9100,Lag1-2,Leaf,a.t.,SALK,0.038830714,0.01249611,0.016517985,0.067844809,0.522166868,0.241376459,0.088388829,0.16895208,0.766655399,0.458926555,0.263461739,0.366063286,0.820684854,0.460386053,0.113221051,0.265588105,0.191200681
9102,9102,Lag1-4,Leaf,a.t.,SALK,0.043303365,0.012082087,0.01603061,0.071416062,0.528884535,0.22825943,0.090539817,0.172714436,0.768074658,0.473787772,0.28731407,0.387872609,0.811506929,0.402779002,0.095066647,0.247404906,0.205265817
9103,9103,Lag1-5,Leaf,a.t.,SALK,0.034409906,0.009955423,0.011719034,0.056084363,0.515604217,0.20605453,0.058513498,0.134477802,0.74946017,0.390913197,0.180749211,0.283027892,0.825484166,0.445327515,0.089028693,0.241090634,0.206871616
9104,9104,Lag1-6,Leaf,a.t.,SALK,0.027645962,0.008022263,0.012577443,0.048245668,0.513304874,0.214904611,0.065455871,0.137243395,0.742755294,0.412590355,0.191451323,0.287877652,0.801919573,0.424116886,0.099493469,0.237672457,0.184467281
9105,9105,Lag1-7,Leaf,a.t.,SALK,0.027517634,0.007365442,0.011145484,0.046028561,0.511771922,0.202822148,0.05898459,0.130058297,0.745768405,0.371113943,0.167008051,0.263966823,0.812912596,0.428532719,0.098919024,0.236330982,0.191738195
9106,9106,Lag1-8,Leaf,a.t.,SALK,0.034165359,0.010248566,0.015417081,0.059831006,0.537049247,0.212806708,0.069852393,0.145761234,0.766380831,0.398474668,0.193009236,0.29425041,0.849503597,0.440407403,0.123320466,0.270192766,0.189444238
9111,9111,Lag2-4,Leaf,a.t.,SALK,0.032444955,0.009117519,0.012556662,0.054119136,0.507939553,0.196230155,0.060398854,0.134089706,0.721176272,0.384036235,0.177250071,0.276203013,0.796414242,0.388731154,0.09725402,0.235840566,0.176580049
9113,9113,Lag2-6,Leaf,a.t.,SALK,0.0403377,0.010788865,0.013201894,0.064328458,0.546360997,0.200482466,0.059557766,0.139531537,0.779265683,0.382833972,0.178562875,0.284940944,0.860058158,0.428891987,0.094908217,0.253396184,0.230312036
9114,9114,Lag2-7,Leaf,a.t.,SALK,0.028480344,0.007564927,0.013048566,0.049093837,0.515696315,0.194024083,0.069030811,0.138813831,0.749122936,0.397095886,0.202477404,0.297036951,0.816681274,0.391228153,0.110697708,0.245620567,0.1672816
9115,9115,Lag2-10,Leaf,a.t.,SALK,0.028955532,0.007359019,0.012807223,0.049121774,0.513027871,0.187853934,0.069443106,0.137911295,0.753445418,0.396650467,0.209796756,0.302824526,0.812150203,0.367745344,0.103900225,0.235307369,0.16409651
9121,9121,Bak-5,Leaf,a.t.,SALK,0.046102912,0.012245086,0.017508194,0.075856192,0.546763682,0.237156922,0.089532497,0.170822234,0.787186677,0.46898065,0.275203937,0.374338527,0.850636429,0.440489184,0.108086568,0.262786886,0.280994549
9125,9125,Geg-14,Leaf,a.t.,SALK,0.030596535,0.007809331,0.011433894,0.049839759,0.526400481,0.203168041,0.055773189,0.129034243,0.75033435,0.357769254,0.139623586,0.242977822,0.806795351,0.436770602,0.113259604,0.248001181,0.23786838
9128,9128,Yeg-2,Leaf,a.t.,SALK,0.036698584,0.01043239,0.016566212,0.063697186,0.54108368,0.217573676,0.061491723,0.141376826,0.76634531,0.35202738,0.127738414,0.243493035,0.811111598,0.440643836,0.12088648,0.256652635,0.244668652
9130,9130,Yeg-4,Leaf,a.t.,SALK,0.029130613,0.007434038,0.009834105,0.046398756,0.502627918,0.194847328,0.042572633,0.114666912,0.730630793,0.312955186,0.087427754,0.194611756,0.763110463,0.415770078,0.099671711,0.229242394,0.22211326
9131,9131,Yeg-5,Leaf,a.t.,SALK,0.031695757,0.0084515,0.011742847,0.051890103,0.540540683,0.231565372,0.061179023,0.137031966,0.781710862,0.427524045,0.167519841,0.272958501,0.821313739,0.443703445,0.102364344,0.241041975,0.249823051
9133,9133,Yeg-7,Leaf,a.t.,SALK,0.03416378,0.00999458,0.019051508,0.063209868,0.499540599,0.214851319,0.077339474,0.146295896,0.732989726,0.397497193,0.194254947,0.289113246,0.794324371,0.428544205,0.134474842,0.265736742,0.232694315
9134,9134,Yeg-8,Leaf,a.t.,SALK,0.029158816,0.007234794,0.012099877,0.048493487,0.498745497,0.202656486,0.061265305,0.129758105,0.730824907,0.384881201,0.161423153,0.259233663,0.779567417,0.401021913,0.10702357,0.235011331,0.228237387
9298,9298,Edinburgh-1,Leaf,a.t.,SALK,0.030797854,0.008662365,0.013993064,0.053453283,0.527793822,0.212023934,0.071673932,0.144401204,0.769608147,0.423681799,0.202648975,0.30329255,0.829137724,0.411901214,0.114369685,0.251558944,0.185078033
9312,9312,Ullapool-8,Leaf,a.t.,SALK,0.033715703,0.009096922,0.014433747,0.057246372,0.486842743,0.187923955,0.069906575,0.137938949,0.718296482,0.368475119,0.19616092,0.289156484,0.809963956,0.392034613,0.121113769,0.256534571,0.194285866
9314,9314,Gol-2,Leaf,a.t.,SALK,0.026470418,0.007532093,0.011157943,0.045160454,0.520549507,0.213254472,0.058631659,0.13091222,0.754090221,0.391194344,0.157206019,0.257836272,0.828066695,0.443436042,0.102508237,0.24308485,0.176021719
9321,9321,躺dal 1,Leaf,a.t.,SALK,0.031862249,0.007013733,0.01329894,0.052174922,0.528376128,0.191687288,0.072120586,0.140733641,0.755674708,0.384192056,0.204102073,0.295274454,0.829208428,0.391082971,0.119687623,0.248792135,0.246988694
9323_10C,9323,躺dal 3,Leaf,10 寮C,GMI,0.04160449,0.009965251,0.009181539,0.060751279,0.509333505,0.189626967,0.049933447,0.13246967,0.742084022,0.344439671,0.152658178,0.266334819,0.814447335,0.423452087,0.08185204,0.239866516,0.260136722
9323_16C,9323,躺dal 3,Leaf,16 寮C,GMI,0.04137436,0.010099855,0.011748374,0.063222589,0.500508895,0.182790233,0.05555796,0.132734588,0.725981948,0.34344056,0.159603296,0.265629486,0.801994919,0.407065525,0.09772171,0.247172644,0.255736581
9332_10C,9332,Bar 1,Leaf,10 寮C,GMI,0.036637271,0.008867645,0.009754498,0.055259414,0.493121582,0.187051086,0.048657998,0.124510272,0.724211758,0.329173797,0.143685746,0.249657944,0.792242273,0.415336756,0.083322296,0.228867866,0.258607064
9336_16C,9336,B苔n 1,Leaf,16 寮C,GMI,0.038722886,0.012139436,0.012015716,0.062878039,0.504770943,0.210247653,0.062939341,0.143747672,0.736948537,0.388587752,0.191536382,0.299253278,0.788687056,0.444151028,0.103441789,0.257494828,0.191533752
9339_10C,9339,B苔n 1,Leaf,10 寮C,GMI,0.0336231,0.009662736,0.010315759,0.053601594,0.49050617,0.205111707,0.049165273,0.125256833,0.729248458,0.36799624,0.14404115,0.250841596,0.778603135,0.442307331,0.083250532,0.230444368,0.220950771
9339_16C,9339,B苔t 1,Leaf,16 寮C,GMI,0.037866476,0.010703621,0.01064025,0.059210346,0.487465249,0.20280518,0.055496538,0.133249432,0.729221864,0.383560745,0.17334108,0.280861313,0.772546192,0.426997093,0.089171904,0.239695407,0.218502377
9343_10C,9343,Dju-1,Leaf,10 寮C,GMI,0.035771999,0.012183534,0.012621121,0.060576654,0.51762353,0.235403602,0.060010177,0.141659745,0.755698359,0.403062003,0.168868049,0.279371497,0.804585246,0.504531635,0.105878024,0.264552541,0.201426028
9343_16C,9343,Dju-1,Leaf,16 寮C,GMI,0.033490531,0.010816319,0.012843224,0.057150074,0.515451637,0.233418552,0.068148372,0.148400481,0.757912693,0.418705606,0.191687281,0.300198956,0.809654609,0.488065751,0.115582613,0.268351655,0.194931569
9352_10C,9352,D苔d 2,Leaf,10 寮C,GMI,0.036843135,0.012573554,0.010576442,0.059993131,0.527215136,0.232893978,0.052233441,0.139409683,0.752830519,0.391239505,0.156680102,0.272046576,0.796136159,0.499290723,0.089573651,0.254283298,0.192058863
9353_10C,9353,D苔d 3,Leaf,10 寮C,GMI,0.032969914,0.010576469,0.009942426,0.053488808,0.519118413,0.21992936,0.048557241,0.132537154,0.74562004,0.363472241,0.139812433,0.254979451,0.797428075,0.487114412,0.089110733,0.247760198,0.187846378
9363_10C,9363,EdJ 2,Leaf,10 寮C,GMI,0.036628534,0.007960452,0.008189944,0.05277893,0.485300311,0.183329565,0.048365495,0.123470451,0.735488773,0.349645917,0.154021834,0.260363629,0.782508408,0.395517613,0.070773413,0.219461404,0.261210916
9363_16C,9363,EdJ 2,Leaf,16 寮C,GMI,0.034822973,0.007672317,0.009939228,0.052434518,0.474842755,0.190179469,0.061903484,0.133720264,0.723021304,0.375714727,0.18621504,0.289099817,0.746560615,0.38121625,0.089055194,0.225615235,0.241888443
9369_10C,9369,EkS 2,Leaf,10 寮C,GMI,0.031454836,0.009488848,0.008887019,0.049830702,0.490298032,0.210228096,0.047990834,0.12729158,0.721946019,0.35733584,0.146291472,0.255564045,0.783598068,0.466510935,0.078204956,0.23294003,0.197092327
9369_16C,9369,EkS 2,Leaf,16 寮C,GMI,0.031391642,0.008804379,0.008511091,0.048707112,0.48665655,0.196196921,0.046971557,0.122239502,0.719094801,0.34361425,0.143919391,0.248051132,0.773975664,0.442004306,0.076812463,0.225915046,0.199090408
9371_16C,9371,F蘝L 1,Leaf,16 寮C,GMI,0.037787991,0.009067135,0.009467735,0.056322861,0.489526577,0.199069264,0.055079246,0.131906378,0.722531284,0.378077959,0.175023652,0.27905288,0.770984542,0.406378984,0.073807039,0.223113738,0.251398646
9381_10C,9381,Fri 1,Leaf,10 寮C,GMI,0.032592171,0.012139074,0.011017112,0.055748357,0.504926677,0.240476712,0.052065153,0.135292289,0.750830153,0.388404993,0.141398886,0.259307529,0.801916248,0.521356165,0.10079848,0.263475966,0.166216631
9382_10C,9382,Fri 2,Leaf,10 寮C,GMI,0.032982744,0.010681277,0.010670839,0.05433486,0.514018417,0.230189589,0.053961864,0.136330328,0.750389949,0.387807639,0.147845443,0.261648552,0.812431698,0.499430451,0.098705042,0.255553619,0.192769131
9382_16C,9382,Fri 2,Leaf,16 寮C,GMI,0.033308505,0.011073825,0.012806789,0.057189119,0.509592644,0.226675239,0.062624789,0.14156773,0.74891629,0.401433042,0.16787296,0.276274391,0.805640062,0.482261007,0.11562724,0.266003544,0.187579884
9383_10C,9383,Fri 3,Leaf,10 寮C,GMI,0.033102287,0.010502101,0.009316119,0.052920507,0.500039461,0.209774646,0.038913894,0.121234527,0.728696077,0.315261282,0.091291339,0.209887344,0.791975394,0.478487786,0.086106178,0.245452209,0.187801952
9383_16C,9383,Fri 3,Leaf,16 寮C,GMI,0.035067361,0.011539072,0.011157792,0.057764225,0.510364316,0.221651482,0.047210798,0.130457295,0.739056967,0.339372334,0.107711908,0.226734644,0.813111086,0.491763001,0.104331228,0.262748109,0.189807437
9386,9386,Gr苔n 12,Leaf,a.t.,SALK,0.03480988,0.008194705,0.014429885,0.05743447,0.543316142,0.208779419,0.071020674,0.143074439,0.761609747,0.384553113,0.190073784,0.283466643,0.83428529,0.422663367,0.123702194,0.255900649,0.283076381
9388,9388,Gr苔n 14,Leaf,a.t.,SALK,0.030838684,0.007380986,0.01450611,0.05272578,0.538190536,0.220606115,0.079292591,0.150223903,0.763747259,0.428541435,0.208083504,0.303245849,0.8027425,0.390634642,0.122784473,0.248658704,0.241383991
9391_10C,9391,Hadd-2,Leaf,10 寮C,GMI,0.034219321,0.009190439,0.009494032,0.052903792,0.521021244,0.203916238,0.048886566,0.130525946,0.747065435,0.346110711,0.132313843,0.247139172,0.793441074,0.444477872,0.0934837,0.244383914,0.212240708
9394_10C,9394,Hag-2,Leaf,10 寮C,GMI,0.034179972,0.008962286,0.008748054,0.051890312,0.484805866,0.180280578,0.044569897,0.12030597,0.723846947,0.319498075,0.1312987,0.239502026,0.776514485,0.408312699,0.079795662,0.227916119,0.204065899
9395_16C,9395,Hal-1,Leaf,16 寮C,GMI,0.028935508,0.008013706,0.008729612,0.045678826,0.479037361,0.204406529,0.055020307,0.128884597,0.719913299,0.38670072,0.172663166,0.274862908,0.775462127,0.418530498,0.081315776,0.22740553,0.180039617
