Sample,Ecotype_id,Name,Tissue,Condition,Sequenced by,Genome_mCG,Genome_mCHG,Genome_mCHH,Genome_mC,TE_mCG,TE_mCHG,TE_mCHH,TE_mC,RdDM_mCG,RdDM_mCHG,RdDM_mCHH,RdDM_mC,CMT2_mCG,CMT2_mCHG,CMT2_mCHH,CMT2_mC,mGB_mCG
9399_10C,9399,Hamm-1,Leaf,10 寮C,GMI,0.03055886,0.007846082,0.007242456,0.045647398,0.503669384,0.195600013,0.037980436,0.11753894,0.73156447,0.334938213,0.102825903,0.216977753,0.782412264,0.435630074,0.07337425,0.225891442,0.201192294
9399_16C,9399,Hamm-1,Leaf,16 寮C,GMI,0.034292053,0.009994461,0.010630412,0.054916925,0.512292946,0.216203921,0.050997947,0.133180397,0.741377353,0.378258833,0.136240614,0.254600165,0.796005752,0.459968721,0.09250846,0.246283099,0.203598653
9402_10C,9402,Hel-3,Leaf,10 寮C,GMI,0.028515323,0.008783668,0.008829761,0.046128752,0.47871753,0.212081975,0.050314538,0.127206998,0.707541199,0.372989731,0.148353064,0.25545987,0.7501981,0.441394758,0.079780593,0.228824651,0.167016793
9404,9404,HolA-1 1,Leaf,a.t.,SALK,0.027435328,0.009034225,0.015533352,0.052002906,0.49727362,0.234214469,0.078176585,0.146689252,0.736011591,0.440202326,0.217549163,0.308578556,0.770927147,0.462637874,0.128053845,0.259258817,0.17940401
9405,9405,HolA-1 2,Leaf,a.t.,SALK,0.029884454,0.008838071,0.017630625,0.056353149,0.497741592,0.207286596,0.077242643,0.143160518,0.730310295,0.416483739,0.213309067,0.302064059,0.771311311,0.404199468,0.133289215,0.254945901,0.19260458
9407,9407,HolA-2 2,Leaf,a.t.,SALK,0.026615365,0.007392951,0.015596851,0.049605167,0.500363473,0.216590949,0.086853705,0.151003557,0.729989154,0.42920525,0.238751121,0.322947145,0.786132841,0.426131869,0.149073967,0.269245969,0.190194657
9408,9408,Kal 1,Leaf,a.t.,SALK,0.02692967,0.00633159,0.013975005,0.047236265,0.461440697,0.162483542,0.067272746,0.126443331,0.6938053,0.354419989,0.191180271,0.275008366,0.750904019,0.328282271,0.117345071,0.229424185,0.186259419
9409,9409,Kia 1,Leaf,a.t.,SALK,0.031205086,0.010482801,0.019100761,0.060788648,0.520099152,0.238546752,0.081096676,0.152559,0.753627128,0.443990055,0.221767832,0.315870764,0.814378125,0.472124833,0.139717566,0.276853353,0.201385815
9412_10C,9412,Kor 3,Leaf,10 寮C,GMI,0.02820759,0.008205112,0.008637215,0.045049917,0.504297915,0.194113974,0.048714457,0.126544924,0.730935155,0.32854227,0.144588593,0.249875717,0.788606016,0.440095346,0.08189431,0.231253438,0.167785095
9413_10C,9413,Kor 4,Leaf,10 寮C,GMI,0.030559937,0.007851143,0.008526951,0.046938031,0.500732428,0.171045044,0.047010285,0.12245497,0.735137731,0.313568993,0.145834295,0.250682429,0.786898894,0.390185835,0.081018694,0.226103683,0.174978073
9413_16C,9413,Kor 4,Leaf,16 寮C,GMI,0.028540263,0.007328889,0.008907798,0.044776949,0.509071275,0.183118119,0.054170113,0.127789241,0.738301016,0.347009169,0.168033561,0.266274418,0.806187713,0.407895993,0.088293348,0.231909554,0.174868463
9416_10C,9416,Kru-3,Leaf,10 寮C,GMI,0.032323069,0.009190387,0.008963854,0.05047731,0.510233839,0.212830083,0.049094194,0.132064265,0.736645032,0.360685287,0.140307821,0.25481128,0.795279738,0.464590908,0.085073204,0.242900892,0.193418701
9416_16C,9416,Kru-3,Leaf,16 寮C,GMI,0.033483556,0.010673151,0.012033365,0.056190072,0.496682311,0.214801023,0.064242216,0.141544519,0.728612571,0.385076166,0.190019223,0.291871554,0.7904553,0.459468863,0.107571881,0.256224118,0.178931539
9421,9421,Lan 1,Leaf,a.t.,SALK,0.025316692,0.007714046,0.0176081,0.050638837,0.491097633,0.214668606,0.091462815,0.152708537,0.709102489,0.414238021,0.2329396,0.313219923,0.779222449,0.425088098,0.165340702,0.281995799,0.16154761
9427_10C,9427,N蘝s 2,Leaf,10 寮C,GMI,0.035027795,0.008932508,0.009476026,0.05343633,0.496785587,0.199889248,0.049101727,0.126429451,0.719476011,0.351711327,0.145043252,0.25018155,0.782833937,0.441448085,0.078983703,0.229494658,0.240276561
9433,9433,Nyl 13,Leaf,a.t.,SALK,0.032689614,0.008147731,0.014604466,0.055441811,0.528921106,0.223722678,0.077973488,0.148104984,0.769402633,0.432584624,0.217990077,0.310844915,0.845342406,0.431384208,0.121457797,0.257627022,0.272152023
9434_10C,9434,绦de 2,Leaf,10 寮C,GMI,0.041220825,0.010032454,0.009640582,0.060893861,0.514680614,0.201918677,0.049078606,0.13113886,0.741205898,0.340502927,0.142772745,0.254252909,0.801801299,0.442333974,0.082258056,0.241543444,0.270668031
9436_10C,9436,Puk-1,Leaf,10 寮C,GMI,0.031447772,0.009093091,0.009536272,0.050077135,0.479104179,0.193309653,0.045985152,0.121108874,0.726074983,0.341165392,0.12794264,0.23793055,0.753356736,0.43206595,0.088310881,0.232431872,0.18881758
9450,9450,Spro 1,Leaf,a.t.,SALK,0.027355664,0.008681271,0.017815066,0.053852002,0.505956666,0.231241713,0.096371813,0.160142521,0.734093971,0.437300084,0.26729887,0.344460012,0.834200187,0.47820305,0.165017933,0.294444269,0.181201396
9451,9451,Spro 2,Leaf,a.t.,SALK,0.028055237,0.008477026,0.01693098,0.053463243,0.525941614,0.22653953,0.083898573,0.152738348,0.755395681,0.43154585,0.226497793,0.315156343,0.833389414,0.446048107,0.140241089,0.271332016,0.178972852
9452_10C,9452,Spro 3,Leaf,10 寮C,GMI,0.031934833,0.009998878,0.008578908,0.050512619,0.52215103,0.229641394,0.044021855,0.128089216,0.751960599,0.369876784,0.122627774,0.23816856,0.809229922,0.492556458,0.076206666,0.237362997,0.193578172
9452_16C,9452,Spro 3,Leaf,16 寮C,GMI,0.036354946,0.01226614,0.011282534,0.05990362,0.51903133,0.235477617,0.053229141,0.138489931,0.741234782,0.391197679,0.14591616,0.261299268,0.8074717,0.486805799,0.091563586,0.253568119,0.191169792
9454_10C,9454,Ste 3,Leaf,10 寮C,GMI,0.030457316,0.008631941,0.008363454,0.047452711,0.508010924,0.202786206,0.045119426,0.125999726,0.738340338,0.351199672,0.12507408,0.239093437,0.771049245,0.437622478,0.081393583,0.229538004,0.18075841
9454_16C,9454,Ste 3,Leaf,16 寮C,GMI,0.034283595,0.010741546,0.011435401,0.056460543,0.50666604,0.215868019,0.057478209,0.137646074,0.740385111,0.384838318,0.164214366,0.273264738,0.779774593,0.458342547,0.10343926,0.254319544,0.182546148
9470_16C,9470,Tur-4,Leaf,16 寮C,GMI,0.033197807,0.009370682,0.010874645,0.053443134,0.481952975,0.200117107,0.057122274,0.131405973,0.69900146,0.369038649,0.165812022,0.267719232,0.74312806,0.421348295,0.101233839,0.241072172,0.198960866
9481_16C,9481,Yst-1,Leaf,16 寮C,GMI,0.034316998,0.009101558,0.010393414,0.05381197,0.492147392,0.18876879,0.0490249,0.125986357,0.723410124,0.342615483,0.138217649,0.247422114,0.758700432,0.391560557,0.08617938,0.229504796,0.202249087
9503,9503,11C1,Leaf,a.t.,SALK,0.027180511,0.007473697,0.010667827,0.045322035,0.506462598,0.207920625,0.055383549,0.126854354,0.733919563,0.37983743,0.150331319,0.250201209,0.80575503,0.435554338,0.098157484,0.236087329,0.191576493
9506,9506,IP-Alo-0,Leaf,a.t.,SALK,0.027483075,0.006481366,0.012343289,0.04630773,0.511634232,0.176210333,0.065189547,0.131881351,0.754710175,0.3744866,0.189788046,0.283040903,0.82855172,0.357262839,0.109085549,0.236304012,0.178609764
9507,9507,IP-Coa-0,Leaf,a.t.,SALK,0.02767639,0.00862344,0.017811284,0.054111115,0.513861072,0.219610254,0.083546492,0.151097575,0.753874057,0.42136776,0.210482319,0.304755254,0.816564691,0.433437194,0.147931762,0.275609149,0.166994781
9508,9508,IP-Mos-1,Leaf,a.t.,SALK,0.027664754,0.007407602,0.012351205,0.04742356,0.515250906,0.202616442,0.063368692,0.133594951,0.757104269,0.380660522,0.166613583,0.265093406,0.819723471,0.404078413,0.112445525,0.243907065,0.185571837
9509,9509,IP-Reg-0,Leaf,a.t.,SALK,0.028292855,0.00680926,0.013795986,0.048898102,0.525917534,0.187439854,0.070159206,0.138185458,0.750852399,0.380557948,0.188781964,0.282499918,0.837057225,0.359856553,0.11862696,0.244830489,0.184916494
9510,9510,IP-Rei-0,Leaf,a.t.,SALK,0.025306424,0.007431447,0.014534454,0.047272325,0.499496751,0.205469234,0.077150244,0.143461724,0.739455785,0.403652823,0.208301688,0.298678845,0.816236006,0.408163324,0.131375556,0.259209984,0.150694352
9511,9511,IP-Vav-0,Leaf,a.t.,SALK,0.026552509,0.007069823,0.012299415,0.045921747,0.525430417,0.194748222,0.065202325,0.134914351,0.765586451,0.379559033,0.176640373,0.274566345,0.81591626,0.382143082,0.111754405,0.239425316,0.159812596
9512,9512,IP-Vid-1,Leaf,a.t.,SALK,0.02180182,0.007334596,0.013657977,0.042794393,0.45533832,0.201452045,0.071210139,0.133177395,0.681848499,0.394155619,0.193350193,0.279414737,0.754710996,0.399042126,0.121968584,0.243557455,0.112456764
9513,9513,IP-Adc-5,Leaf,a.t.,SALK,0.024645692,0.00613001,0.012501135,0.043276838,0.475033701,0.169295797,0.063785375,0.126037663,0.703791263,0.344028098,0.167155027,0.256530102,0.756687141,0.350671265,0.121170246,0.236488944,0.153209874
9514,9514,IP-Adm-0,Leaf,a.t.,SALK,0.024727269,0.007989151,0.014335483,0.047051903,0.512395842,0.212221565,0.076427923,0.144389126,0.742917127,0.416501065,0.215094408,0.304111142,0.805761759,0.414193116,0.116611204,0.247091484,0.123998443
9515,9515,IP-Ala-0,Leaf,a.t.,SALK,0.027167897,0.007271925,0.012723626,0.047163448,0.512765912,0.203238076,0.068318726,0.137189415,0.743161013,0.407661822,0.190042275,0.285088838,0.812295724,0.399190198,0.112785465,0.242112155,0.177791938
9516,9516,IP-Ali-1,Leaf,a.t.,SALK,0.025050916,0.006721742,0.014042931,0.045815589,0.527601385,0.203536546,0.080194492,0.147538435,0.756217251,0.410506104,0.215164825,0.304968431,0.836583108,0.400999176,0.138448334,0.264692655,0.151394683
9517,9517,IP-All-0,Leaf,a.t.,SALK,0.025956905,0.007570616,0.015970742,0.049498263,0.516071783,0.20459419,0.080943161,0.146942158,0.736085682,0.403027068,0.207606005,0.295837385,0.792667376,0.404044625,0.144470082,0.265706697,0.152949495
9518,9518,IP-Alm-0,Leaf,a.t.,SALK,0.025090401,0.00649443,0.011714798,0.043299629,0.486312865,0.193436791,0.060237661,0.126784446,0.712430264,0.3813443,0.15686766,0.253882124,0.763294067,0.351536145,0.100416176,0.221726917,0.163895722
9519,9519,IP-Ang-0,Leaf,a.t.,SALK,0.025297716,0.006323088,0.011878967,0.043499771,0.507228558,0.185986313,0.067777974,0.135023847,0.730919561,0.38325042,0.195324451,0.286483207,0.813297388,0.374366513,0.109007166,0.237827916,0.159343979
9520,9520,IP-Ara-4,Leaf,a.t.,SALK,0.02751635,0.006896293,0.013210575,0.047623219,0.512142725,0.186482222,0.066664041,0.133622118,0.756087638,0.381255037,0.184512611,0.279388499,0.824608499,0.372466837,0.113975908,0.241271662,0.180331964
9521,9521,IP-Bar-1,Leaf,a.t.,SALK,0.025334572,0.00596149,0.012360762,0.043656824,0.474814606,0.168465918,0.066866077,0.128407387,0.718087455,0.379898679,0.196071934,0.283799026,0.782537051,0.316899846,0.103898865,0.222826637,0.151503478
9522,9522,IP-Bea-0,Leaf,a.t.,SALK,0.026412111,0.007739585,0.016031751,0.050183448,0.52123995,0.208442024,0.077759916,0.146138923,0.74601848,0.400074987,0.196134141,0.288572366,0.812232874,0.411430374,0.138440263,0.264594873,0.150273046
9523,9523,IP-Ben-0,Leaf,a.t.,SALK,0.027452868,0.006747707,0.011861205,0.046061781,0.500650452,0.183465866,0.061668772,0.12933539,0.73735712,0.3537752,0.169019742,0.26312948,0.81153464,0.38625006,0.107922518,0.238394456,0.191861343
9524,9524,IP-Ber-0,Leaf,a.t.,SALK,0.02708861,0.007962514,0.012927632,0.047978756,0.524848813,0.202835586,0.061848952,0.133534406,0.752185983,0.376473373,0.166171283,0.265125018,0.823648329,0.43605002,0.1199014,0.253936379,0.156810297
9525,9525,IP-Bis-0,Leaf,a.t.,SALK,0.03011035,0.007054403,0.014757913,0.051922666,0.504118254,0.177348066,0.068541786,0.1336533,0.732430349,0.362139611,0.185721325,0.276694805,0.818067562,0.369415031,0.123513883,0.246685656,0.21332017
9526,9526,IP-Cab-3,Leaf,a.t.,SALK,0.024519255,0.008158615,0.013504977,0.046182847,0.522761868,0.218441179,0.065588605,0.138247802,0.74893244,0.388810274,0.162288897,0.263991057,0.840085883,0.459413878,0.129148862,0.267421905,0.1270568
9527,9527,IP-Cad-0,Leaf,a.t.,SALK,0.02627095,0.007061633,0.01377439,0.047106973,0.514080884,0.207149747,0.074384688,0.14214023,0.760608306,0.410897637,0.203989723,0.298170094,0.829871277,0.405019636,0.122370688,0.25314656,0.171036318
9529,9529,IP-Cap-1,Leaf,a.t.,SALK,0.029155744,0.007642615,0.0143187,0.051117059,0.526144643,0.195966317,0.069365468,0.13872783,0.741719195,0.37568523,0.181489405,0.275290965,0.828821873,0.398623747,0.124481562,0.254595814,0.185195793
9530,9530,IP-Car-1,Leaf,a.t.,SALK,0.024917741,0.006747805,0.012545703,0.044211249,0.499068737,0.194692566,0.066179724,0.133105449,0.738299672,0.376136163,0.179034188,0.271195613,0.811966281,0.394939461,0.111497366,0.241422334,0.15550828
9531,9531,IP-Cdc-3,Leaf,a.t.,SALK,0.022984355,0.005734147,0.010527005,0.039245507,0.477433062,0.182442567,0.061257234,0.125374942,0.71475957,0.355566638,0.162028291,0.253891701,0.787678728,0.373381463,0.110147081,0.234510536,0.151362612
9532,9532,IP-Cdo-0,Leaf,a.t.,SALK,0.02918723,0.007096647,0.01515182,0.051435697,0.525972858,0.199687318,0.078387484,0.145120896,0.750347666,0.393417721,0.201408027,0.292258754,0.8187308,0.381797616,0.13331745,0.256374378,0.203441154
9533,9533,IP-Cem-0,Leaf,a.t.,SALK,0.025059964,0.006669132,0.011799531,0.043528628,0.490060924,0.186386558,0.060104724,0.12728221,0.72107769,0.357692344,0.148875145,0.245390294,0.790882716,0.37020024,0.109232985,0.235136013,0.145514499
9534,9534,IP-Cmo-3,Leaf,a.t.,SALK,0.026081183,0.007601127,0.017348464,0.051030774,0.513135632,0.223428373,0.092938512,0.157996506,0.758478686,0.454880875,0.245083064,0.333865822,0.815587459,0.409395774,0.152952489,0.27448824,0.16308305
9535,9535,IP-Coc-1,Leaf,a.t.,SALK,0.022514603,0.007411046,0.013130478,0.043056127,0.4985329,0.208975666,0.067553512,0.13597536,0.732911362,0.376466923,0.167214797,0.263504332,0.825107681,0.451765271,0.132782996,0.266975913,0.117088594
9537,9537,IP-Cum-1,Leaf,a.t.,SALK,0.026023798,0.00773623,0.013663901,0.047423929,0.523253287,0.209765193,0.071050501,0.141230622,0.742185429,0.399898494,0.192847736,0.285933175,0.816302754,0.40966838,0.117699725,0.24882767,0.146850589
9538,9538,IP-Cur-4,Leaf,a.t.,SALK,0.027655517,0.007531687,0.014361795,0.049548999,0.531236626,0.206467361,0.072538042,0.143953693,0.771232544,0.397912992,0.193577619,0.290532602,0.846422937,0.412124232,0.122870128,0.258270296,0.179055403
9540,9540,IP-Elb-0,Leaf,a.t.,SALK,0.027478444,0.0080416,0.015040463,0.050560507,0.502444941,0.207453416,0.072349401,0.140210575,0.736626309,0.404169859,0.188988296,0.283044703,0.829910996,0.419546243,0.136434623,0.267402517,0.170237
9541,9541,IP-Fue-2,Leaf,a.t.,SALK,0.027358081,0.006644819,0.014018024,0.048020924,0.536345803,0.182051426,0.072859295,0.140740289,0.763698973,0.377075629,0.197236011,0.288993695,0.844095618,0.365128996,0.126567091,0.252015754,0.161949348
9542,9542,IP-Fun-0,Leaf,a.t.,SALK,0.026649965,0.006677055,0.014595967,0.047922988,0.517483656,0.197563203,0.081567416,0.147285391,0.746088401,0.410160518,0.224048138,0.310827382,0.811829389,0.384399122,0.130310066,0.254693747,0.17205467
9543,9543,IP-Gra-0,Leaf,a.t.,SALK,0.023232366,0.006858349,0.013050475,0.043141191,0.472014111,0.196677317,0.069218867,0.132551082,0.703088677,0.354504177,0.170932074,0.260140452,0.780962986,0.401489057,0.131317913,0.252722418,0.138172298
9544,9544,IP-Gua-1,Leaf,a.t.,SALK,0.025186166,0.006778222,0.013867557,0.045831945,0.504756757,0.188812171,0.074380533,0.139092069,0.73389781,0.391521961,0.208002252,0.295582482,0.796524631,0.365262009,0.120893979,0.242600232,0.14742662
9545,9545,IP-Her-12,Leaf,a.t.,SALK,0.025749863,0.006436587,0.012427761,0.044614212,0.50354852,0.193942412,0.067942396,0.134549467,0.727914591,0.372076094,0.171784468,0.265260152,0.795326485,0.39292349,0.128824935,0.252545567,0.172792828
9546,9546,IP-Hom-4,Leaf,a.t.,SALK,0.027400234,0.007866798,0.01450038,0.049767412,0.546579052,0.219667507,0.074317812,0.147125431,0.780333818,0.417332404,0.193199779,0.292829428,0.841150954,0.422898007,0.127962795,0.261205645,0.166176004
9547,9547,IP-Hor-0,Leaf,a.t.,SALK,0.02580501,0.006946377,0.013179924,0.045931311,0.529284226,0.197337188,0.070615478,0.139718992,0.750503661,0.386484875,0.18590913,0.279669549,0.8379411,0.39919308,0.126605496,0.255938743,0.153097424
9548,9548,IP-Hoy-0,Leaf,a.t.,SALK,0.025727589,0.00766882,0.009644184,0.043040593,0.514514769,0.222850273,0.05843058,0.132328511,0.753367557,0.43828362,0.190003499,0.288944349,0.833186802,0.417132601,0.069150097,0.216647462,0.145124838
9549,9549,IP-Hum-2,Leaf,a.t.,SALK,0.024507892,0.006062687,0.011550348,0.042120926,0.502684467,0.184408588,0.064849315,0.13155356,0.733456272,0.388511227,0.18148541,0.274853926,0.800665108,0.339989033,0.099168714,0.223871461,0.140466332
9550,9550,IP-Iso-4,Leaf,a.t.,SALK,0.027690597,0.007324025,0.0115436,0.046558223,0.515336012,0.198636088,0.058391743,0.129823121,0.749005807,0.375326038,0.153941023,0.255511566,0.823681585,0.409513272,0.104774739,0.241328832,0.180652633
9551,9551,IP-Jim-1,Leaf,a.t.,SALK,0.026122723,0.005748829,0.012293135,0.044164687,0.49575517,0.167223097,0.064221309,0.127659789,0.73566349,0.357935714,0.173996538,0.265838691,0.824856562,0.328076695,0.115561389,0.235808337,0.170337146
9552,9552,IP-Lab-7,Leaf,a.t.,SALK,0.026064022,0.006530119,0.015989552,0.048583693,0.552838147,0.219535113,0.094321009,0.162507323,0.781577966,0.436040148,0.231048993,0.32373058,0.831708334,0.356796834,0.139436886,0.258506494,0.162417847
9553,9553,IP-Ldd-0,Leaf,a.t.,SALK,0.03090794,0.009563963,0.018698703,0.059170606,0.544813207,0.229523491,0.083556306,0.157078626,0.778889268,0.435696581,0.224151757,0.32087597,0.825285882,0.435732343,0.139670723,0.273590574,0.18045517
9554,9554,IP-Lso-0,Leaf,a.t.,SALK,0.024769006,0.005885879,0.011078722,0.041733607,0.490676216,0.170233382,0.057216826,0.122494678,0.711528407,0.328756943,0.146935538,0.240291213,0.792186072,0.349748047,0.107541802,0.229253017,0.158628811
9556,9556,IP-Men-2,Leaf,a.t.,SALK,0.02682948,0.007718747,0.013562639,0.048110866,0.504468587,0.217743656,0.072003135,0.140629113,0.741395196,0.40849756,0.188597151,0.284717962,0.829411809,0.439015623,0.126424361,0.261080698,0.18433152
9557,9557,IP-Moa-0,Leaf,a.t.,SALK,0.02756893,0.007710694,0.013355534,0.048635158,0.488551986,0.208054323,0.069115765,0.135400343,0.715727143,0.409481307,0.1883218,0.280189963,0.782057789,0.411000601,0.114984651,0.243039482,0.187885756
9558,9558,IP-Moc-11,Leaf,a.t.,SALK,0.026006203,0.005718109,0.010582607,0.042306919,0.518966465,0.176538673,0.063005906,0.130823919,0.760684459,0.410417586,0.206381699,0.30039579,0.823598187,0.297582236,0.072061368,0.200602881,0.155944335
9559,9559,IP-Mon-5,Leaf,a.t.,SALK,0.025705437,0.006163181,0.010887081,0.0427557,0.513039339,0.174377442,0.055574272,0.124336933,0.751779365,0.330683968,0.144449347,0.243986059,0.82571109,0.372733289,0.105341684,0.235381646,0.171268468
9560,9560,IP-Mot-0,Leaf,a.t.,SALK,0.028639218,0.006430904,0.013948963,0.049019085,0.536492086,0.183205621,0.075540087,0.143797888,0.766703842,0.385703496,0.207986878,0.30130601,0.837917745,0.358271964,0.130090024,0.254504614,0.198275891
9561,9561,IP-Mun-0,Leaf,a.t.,SALK,0.025612543,0.00594016,0.012295486,0.043848189,0.497749865,0.164531872,0.064744082,0.128529351,0.736805123,0.353571124,0.188704906,0.277735553,0.806184001,0.338568504,0.105494279,0.22842748,0.161639915
9562,9562,IP-Mur-0,Leaf,a.t.,SALK,0.028823395,0.007494904,0.009843558,0.046161857,0.530796412,0.177567796,0.044408067,0.119188679,0.768419224,0.324131994,0.116370434,0.224061958,0.851657631,0.380746225,0.082735637,0.22437331,0.177817232
9563,9563,IP-Nav-0,Leaf,a.t.,SALK,0.02755673,0.006281855,0.010716228,0.044554812,0.494617983,0.178073126,0.054201862,0.121602198,0.714287568,0.335255826,0.137754218,0.234761209,0.774712362,0.35971533,0.102238449,0.225142475,0.195105579
9564,9564,IP-Nog-17,Leaf,a.t.,SALK,0.030821152,0.006571406,0.014381346,0.051773904,0.557426286,0.184831816,0.074013873,0.144600806,0.789874458,0.385298345,0.194885498,0.293083138,0.859327695,0.343375344,0.123379733,0.249148713,0.215432057
9565,9565,IP-Orb-10,Leaf,a.t.,SALK,0.027851169,0.006321674,0.013429394,0.047602237,0.5148849,0.17649779,0.068594537,0.13474047,0.750932446,0.372065916,0.18604858,0.279830254,0.803186177,0.346548351,0.1215318,0.240255068,0.189779583
9566,9566,IP-Oso-0,Leaf,a.t.,SALK,0.026833427,0.006011827,0.012582467,0.045427722,0.504452059,0.174969529,0.069378154,0.133681607,0.712951999,0.364877959,0.189849665,0.275990613,0.811019091,0.359266893,0.121599923,0.244093527,0.186248175
9567,9567,IP-Pal-0,Leaf,a.t.,SALK,0.02776763,0.007045577,0.013970877,0.048784085,0.519866539,0.196123987,0.069602372,0.13786976,0.757944796,0.381174013,0.176825242,0.273650898,0.826781041,0.394809963,0.128494801,0.25481266,0.187823606
