id,experiment,tray,long_edge,short_edge,mother,genotype,type,seq_plate,seq_row,seq_col
NA,F2s,11,11,6,NA,NA,blank,,,
F2.2.166,F2s,12,1,1,F1.2.02,1158 x 6125,F2,,,
F2.5.166,F2s,12,1,2,F1.5.05,6024 x 8231,F2,,,
F2.1.166,F2s,12,1,3,F1.1.02,1158 x 6092,F2,,,
F2.5.167,F2s,12,1,4,F1.5.05,6024 x 8231,F2,,,
F2.5.168,F2s,12,1,5,F1.5.05,6024 x 8231,F2,,,
S2.5.12,F2s,12,1,6,S1.5.16,6092,selfed_parent,,,
F2.2.167,F2s,12,2,1,F1.2.02,1158 x 6125,F2,,,
F2.5.169,F2s,12,2,2,F1.5.05,6024 x 8231,F2,,,
F2.5.170,F2s,12,2,3,F1.5.05,6024 x 8231,F2,,,
F2.1.167,F2s,12,2,4,F1.1.02,1158 x 6092,F2,,,
F2.7.166,F2s,12,2,5,F1.7.09,8231 x 1158,F2,3,G,10
F2.7.167,F2s,12,2,6,F1.7.09,8231 x 1158,F2,3,H,10
F2.2.168,F2s,12,3,1,F1.2.02,1158 x 6125,F2,,,
F2.2.169,F2s,12,3,2,F1.2.02,1158 x 6125,F2,,,
F2.2.170,F2s,12,3,3,F1.2.02,1158 x 6125,F2,,,
F2.1.168,F2s,12,3,4,F1.1.02,1158 x 6092,F2,,,
F2.7.168,F2s,12,3,5,F1.7.09,8231 x 1158,F2,3,F,11
S2.03.12,F2s,12,3,6,S1.03.01,6024,selfed_parent,,,
F2.1.169,F2s,12,4,1,F1.1.02,1158 x 6092,F2,,,
F2.5.171,F2s,12,4,2,F1.5.05,6024 x 8231,F2,,,
F2.1.170,F2s,12,4,3,F1.1.02,1158 x 6092,F2,,,
F2.7.169,F2s,12,4,4,F1.7.09,8231 x 1158,F2,3,G,11
F2.1.171,F2s,12,4,5,F1.1.02,1158 x 6092,F2,,,
F2.5.172,F2s,12,4,6,F1.5.05,6024 x 8231,F2,,,
F2.7.170,F2s,12,5,1,F1.7.09,8231 x 1158,F2,3,D,11
F2.7.171,F2s,12,5,2,F1.7.09,8231 x 1158,F2,3,E,11
F2.5.173,F2s,12,5,3,F1.5.05,6024 x 8231,F2,,,
F2.2.171,F2s,12,5,4,F1.2.02,1158 x 6125,F2,,,
S2.10.12,F2s,12,5,5,S1.10.01,8231,selfed_parent,,,
F2.1.172,F2s,12,5,6,F1.1.02,1158 x 6092,F2,,,
F2.7.172,F2s,12,6,1,F1.7.09,8231 x 1158,F2,3,H,11
S2.7.12,F2s,12,6,2,S1.7.08,6125,selfed_parent,,,
F2.2.172,F2s,12,6,3,F1.2.02,1158 x 6125,F2,,,
F2.2.173,F2s,12,6,4,F1.2.02,1158 x 6125,F2,,,
F2.2.174,F2s,12,6,5,F1.2.02,1158 x 6125,F2,,,
F2.1.173,F2s,12,6,6,F1.1.02,1158 x 6092,F2,,,
F2.7.173,F2s,12,7,1,F1.7.09,8231 x 1158,F2,,,
F2.2.175,F2s,12,7,2,F1.2.02,1158 x 6125,F2,,,
F2.7.174,F2s,12,7,3,F1.7.09,8231 x 1158,F2,3,A,11
F2.7.175,F2s,12,7,4,F1.7.09,8231 x 1158,F2,3,B,11
F2.1.174,F2s,12,7,5,F1.1.02,1158 x 6092,F2,,,
F2.7.176,F2s,12,7,6,F1.7.09,8231 x 1158,F2,,,
F2.7.177,F2s,12,8,1,F1.7.09,8231 x 1158,F2,,,
F2.1.175,F2s,12,8,2,F1.1.02,1158 x 6092,F2,,,
F2.1.176,F2s,12,8,3,F1.1.02,1158 x 6092,F2,,,
F2.1.177,F2s,12,8,4,F1.1.02,1158 x 6092,F2,,,
F2.1.178,F2s,12,8,5,F1.1.02,1158 x 6092,F2,,,
F2.7.178,F2s,12,8,6,F1.7.09,8231 x 1158,F2,,,
F2.5.174,F2s,12,9,1,F1.5.05,6024 x 8231,F2,,,
F2.5.175,F2s,12,9,2,F1.5.05,6024 x 8231,F2,,,
F2.2.176,F2s,12,9,3,F1.2.02,1158 x 6125,F2,,,
F2.2.177,F2s,12,9,4,F1.2.02,1158 x 6125,F2,,,
F2.5.176,F2s,12,9,5,F1.5.05,6024 x 8231,F2,,,
F2.1.179,F2s,12,9,6,F1.1.02,1158 x 6092,F2,,,
F2.7.179,F2s,12,10,1,F1.7.09,8231 x 1158,F2,3,C,11
F2.5.177,F2s,12,10,2,F1.5.05,6024 x 8231,F2,,,
F2.1.180,F2s,12,10,3,F1.1.02,1158 x 6092,F2,,,
F2.2.178,F2s,12,10,4,F1.2.02,1158 x 6125,F2,,,
F2.5.178,F2s,12,10,5,F1.5.05,6024 x 8231,F2,,,
F2.5.179,F2s,12,10,6,F1.5.05,6024 x 8231,F2,,,
F2.5.180,F2s,12,11,1,F1.5.05,6024 x 8231,F2,,,
F2.2.179,F2s,12,11,2,F1.2.02,1158 x 6125,F2,,,
F2.7.180,F2s,12,11,3,F1.7.09,8231 x 1158,F2,3,F,10
NA,F2s,12,11,4,NA,NA,blank,,,
F2.2.180,F2s,12,11,5,F1.2.02,1158 x 6125,F2,,,
S2.2.12,F2s,12,11,6,S1.2.09,1158,selfed_parent,,,
F2.7.181,F2s,13,1,1,F1.7.09,8231 x 1158,F2,3,H,3
F2.1.181,F2s,13,1,2,F1.1.02,1158 x 6092,F2,,,
F2.7.182,F2s,13,1,3,F1.7.09,8231 x 1158,F2,3,A,4
F2.5.181,F2s,13,1,4,F1.5.05,6024 x 8231,F2,,,
F2.2.181,F2s,13,1,5,F1.2.02,1158 x 6125,F2,,,
F2.5.182,F2s,13,1,6,F1.5.05,6024 x 8231,F2,,,
F2.5.183,F2s,13,2,1,F1.5.05,6024 x 8231,F2,,,
F2.7.183,F2s,13,2,2,F1.7.09,8231 x 1158,F2,3,F,3
F2.5.184,F2s,13,2,3,F1.5.05,6024 x 8231,F2,,,
F2.7.184,F2s,13,2,4,F1.7.09,8231 x 1158,F2,3,G,3
F2.2.182,F2s,13,2,5,F1.2.02,1158 x 6125,F2,,,
F2.2.183,F2s,13,2,6,F1.2.02,1158 x 6125,F2,,,
F2.5.185,F2s,13,3,1,F1.5.05,6024 x 8231,F2,,,
F2.5.186,F2s,13,3,2,F1.5.05,6024 x 8231,F2,,,
S2.5.13,F2s,13,3,3,S1.5.16,6092,selfed_parent,,,
NA,F2s,13,3,4,NA,NA,blank,,,
S2.03.13,F2s,13,3,5,S1.03.01,6024,selfed_parent,,,
F2.1.182,F2s,13,3,6,F1.1.02,1158 x 6092,F2,,,
F2.1.183,F2s,13,4,1,F1.1.02,1158 x 6092,F2,,,
F2.5.187,F2s,13,4,2,F1.5.05,6024 x 8231,F2,,,
F2.5.188,F2s,13,4,3,F1.5.05,6024 x 8231,F2,,,
F2.1.184,F2s,13,4,4,F1.1.02,1158 x 6092,F2,,,
F2.2.184,F2s,13,4,5,F1.2.02,1158 x 6125,F2,,,
F2.7.185,F2s,13,4,6,F1.7.09,8231 x 1158,F2,3,C,3
F2.5.189,F2s,13,5,1,F1.5.05,6024 x 8231,F2,,,
F2.2.185,F2s,13,5,2,F1.2.02,1158 x 6125,F2,,,
F2.1.185,F2s,13,5,3,F1.1.02,1158 x 6092,F2,,,
F2.2.186,F2s,13,5,4,F1.2.02,1158 x 6125,F2,,,
F2.1.186,F2s,13,5,5,F1.1.02,1158 x 6092,F2,,,
F2.2.187,F2s,13,5,6,F1.2.02,1158 x 6125,F2,,,
F2.7.186,F2s,13,6,1,F1.7.09,8231 x 1158,F2,3,B,3
F2.5.190,F2s,13,6,2,F1.5.05,6024 x 8231,F2,,,
F2.5.191,F2s,13,6,3,F1.5.05,6024 x 8231,F2,,,
F2.1.187,F2s,13,6,4,F1.1.02,1158 x 6092,F2,,,
F2.1.188,F2s,13,6,5,F1.1.02,1158 x 6092,F2,,,
F2.1.189,F2s,13,6,6,F1.1.02,1158 x 6092,F2,,,
F2.7.187,F2s,13,7,1,F1.7.09,8231 x 1158,F2,,,
F2.7.188,F2s,13,7,2,F1.7.09,8231 x 1158,F2,3,B,4
S2.10.13,F2s,13,7,3,S1.10.01,8231,selfed_parent,,,
F2.5.192,F2s,13,7,4,F1.5.05,6024 x 8231,F2,,,
F2.2.188,F2s,13,7,5,F1.2.02,1158 x 6125,F2,,,
F2.7.189,F2s,13,7,6,F1.7.09,8231 x 1158,F2,3,D,3
F2.7.190,F2s,13,8,1,F1.7.09,8231 x 1158,F2,3,A,3
F2.7.191,F2s,13,8,2,F1.7.09,8231 x 1158,F2,3,H,2
F2.1.190,F2s,13,8,3,F1.1.02,1158 x 6092,F2,,,
F2.5.193,F2s,13,8,4,F1.5.05,6024 x 8231,F2,,,
F2.7.192,F2s,13,8,5,F1.7.09,8231 x 1158,F2,3,G,2
F2.1.191,F2s,13,8,6,F1.1.02,1158 x 6092,F2,,,
F2.2.189,F2s,13,9,1,F1.2.02,1158 x 6125,F2,,,
F2.5.194,F2s,13,9,2,F1.5.05,6024 x 8231,F2,,,
F2.1.192,F2s,13,9,3,F1.1.02,1158 x 6092,F2,,,
F2.2.190,F2s,13,9,4,F1.2.02,1158 x 6125,F2,,,
F2.5.195,F2s,13,9,5,F1.5.05,6024 x 8231,F2,,,
S2.2.13,F2s,13,9,6,S1.2.09,1158,selfed_parent,,,
F2.7.193,F2s,13,10,1,F1.7.09,8231 x 1158,F2,,,
F2.2.191,F2s,13,10,2,F1.2.02,1158 x 6125,F2,,,
F2.2.192,F2s,13,10,3,F1.2.02,1158 x 6125,F2,,,
F2.7.194,F2s,13,10,4,F1.7.09,8231 x 1158,F2,3,F,2
S2.7.13,F2s,13,10,5,S1.7.08,6125,selfed_parent,,,
F2.2.193,F2s,13,10,6,F1.2.02,1158 x 6125,F2,,,
F2.1.193,F2s,13,11,1,F1.1.02,1158 x 6092,F2,,,
F2.1.194,F2s,13,11,2,F1.1.02,1158 x 6092,F2,,,
F2.7.195,F2s,13,11,3,F1.7.09,8231 x 1158,F2,3,E,3
F2.2.194,F2s,13,11,4,F1.2.02,1158 x 6125,F2,,,
F2.2.195,F2s,13,11,5,F1.2.02,1158 x 6125,F2,,,
F2.1.195,F2s,13,11,6,F1.1.02,1158 x 6092,F2,,,
F2.2.196,F2s,14,1,1,F1.2.02,1158 x 6125,F2,,,
F2.5.196,F2s,14,1,2,F1.5.05,6024 x 8231,F2,,,
F2.5.197,F2s,14,1,3,F1.5.05,6024 x 8231,F2,,,
F2.2.197,F2s,14,1,4,F1.2.02,1158 x 6125,F2,,,
F2.7.196,F2s,14,1,5,F1.7.09,8231 x 1158,F2,3,C,7
F2.5.198,F2s,14,1,6,F1.5.05,6024 x 8231,F2,,,
F2.5.199,F2s,14,2,1,F1.5.05,6024 x 8231,F2,,,
F2.5.200,F2s,14,2,2,F1.5.05,6024 x 8231,F2,,,
F2.7.197,F2s,14,2,3,F1.7.09,8231 x 1158,F2,3,B,7
F2.1.196,F2s,14,2,4,F1.1.02,1158 x 6092,F2,,,
F2.7.198,F2s,14,2,5,F1.7.09,8231 x 1158,F2,3,A,7
F2.7.199,F2s,14,2,6,F1.7.09,8231 x 1158,F2,3,H,6
F2.1.197,F2s,14,3,1,F1.1.02,1158 x 6092,F2,,,
F2.7.200,F2s,14,3,2,F1.7.09,8231 x 1158,F2,3,G,6
F2.5.201,F2s,14,3,3,F1.5.05,6024 x 8231,F2,,,
F2.2.198,F2s,14,3,4,F1.2.02,1158 x 6125,F2,,,
F2.7.201,F2s,14,3,5,F1.7.09,8231 x 1158,F2,3,F,6
F2.5.202,F2s,14,3,6,F1.5.05,6024 x 8231,F2,,,
F2.1.198,F2s,14,4,1,F1.1.02,1158 x 6092,F2,,,
F2.1.199,F2s,14,4,2,F1.1.02,1158 x 6092,F2,,,
F2.2.199,F2s,14,4,3,F1.2.02,1158 x 6125,F2,,,
F2.7.202,F2s,14,4,4,F1.7.09,8231 x 1158,F2,3,E,6
S2.7.14,F2s,14,4,5,S1.7.08,6125,selfed_parent,,,
F2.7.203,F2s,14,4,6,F1.7.09,8231 x 1158,F2,,,
F2.7.204,F2s,14,5,1,F1.7.09,8231 x 1158,F2,,,
F2.2.200,F2s,14,5,2,F1.2.02,1158 x 6125,F2,,,
F2.1.200,F2s,14,5,3,F1.1.02,1158 x 6092,F2,,,
F2.5.203,F2s,14,5,4,F1.5.05,6024 x 8231,F2,,,
F2.1.201,F2s,14,5,5,F1.1.02,1158 x 6092,F2,,,
F2.1.202,F2s,14,5,6,F1.1.02,1158 x 6092,F2,,,
F2.7.205,F2s,14,6,1,F1.7.09,8231 x 1158,F2,3,D,6
F2.2.201,F2s,14,6,2,F1.2.02,1158 x 6125,F2,,,
F2.2.202,F2s,14,6,3,F1.2.02,1158 x 6125,F2,,,
F2.2.203,F2s,14,6,4,F1.2.02,1158 x 6125,F2,,,
F2.2.204,F2s,14,6,5,F1.2.02,1158 x 6125,F2,,,
F2.5.204,F2s,14,6,6,F1.5.05,6024 x 8231,F2,,,
F2.1.203,F2s,14,7,1,F1.1.02,1158 x 6092,F2,,,
F2.5.205,F2s,14,7,2,F1.5.05,6024 x 8231,F2,,,
NA,F2s,14,7,3,NA,NA,blank,,,
F2.5.206,F2s,14,7,4,F1.5.05,6024 x 8231,F2,,,
F2.7.206,F2s,14,7,5,F1.7.09,8231 x 1158,F2,,,
F2.5.207,F2s,14,7,6,F1.5.05,6024 x 8231,F2,,,
F2.1.204,F2s,14,8,1,F1.1.02,1158 x 6092,F2,,,
S2.5.14,F2s,14,8,2,S1.5.16,6092,selfed_parent,,,
S2.03.14,F2s,14,8,3,S1.03.01,6024,selfed_parent,,,
F2.1.205,F2s,14,8,4,F1.1.02,1158 x 6092,F2,,,
F2.1.206,F2s,14,8,5,F1.1.02,1158 x 6092,F2,,,
F2.1.207,F2s,14,8,6,F1.1.02,1158 x 6092,F2,,,
F2.5.208,F2s,14,9,1,F1.5.05,6024 x 8231,F2,,,
S2.10.14,F2s,14,9,2,S1.10.01,8231,selfed_parent,,,
F2.1.208,F2s,14,9,3,F1.1.02,1158 x 6092,F2,,,
F2.7.207,F2s,14,9,4,F1.7.09,8231 x 1158,F2,,,
F2.5.209,F2s,14,9,5,F1.5.05,6024 x 8231,F2,,,
S2.2.14,F2s,14,9,6,S1.2.09,1158,selfed_parent,,,
F2.2.205,F2s,14,10,1,F1.2.02,1158 x 6125,F2,,,
F2.2.206,F2s,14,10,2,F1.2.02,1158 x 6125,F2,,,
F2.1.209,F2s,14,10,3,F1.1.02,1158 x 6092,F2,,,
F2.1.210,F2s,14,10,4,F1.1.02,1158 x 6092,F2,,,
F2.7.208,F2s,14,10,5,F1.7.09,8231 x 1158,F2,3,B,6
F2.2.207,F2s,14,10,6,F1.2.02,1158 x 6125,F2,,,
F2.2.208,F2s,14,11,1,F1.2.02,1158 x 6125,F2,,,
F2.2.209,F2s,14,11,2,F1.2.02,1158 x 6125,F2,,,
F2.5.210,F2s,14,11,3,F1.5.05,6024 x 8231,F2,,,
F2.7.209,F2s,14,11,4,F1.7.09,8231 x 1158,F2,3,C,6
F2.2.210,F2s,14,11,5,F1.2.02,1158 x 6125,F2,,,
F2.7.210,F2s,14,11,6,F1.7.09,8231 x 1158,F2,,,
P1.5.55,pure_lines,15,1,1,2017_stock,6092,pure_lines,,,
P1.7.55,pure_lines,15,1,2,2017_stock,6184,pure_lines,,,
W1.6.01,pure_lines,15,1,3,Hossjo-6,Hossjo-6,pure_lines,,,
P1.1.55,pure_lines,15,1,4,2017_stock,1158,pure_lines,,,
W1.5.01,pure_lines,15,1,5,Hossjo-2,Hossjo-2,pure_lines,,,
P2.2.01,pure_lines,15,1,6,P1.2.09,6017,pure_lines,,,
P1.5.56,pure_lines,15,2,1,2017_stock,6092,pure_lines,,,
P2.7.01,pure_lines,15,2,2,P1.7.34,6184,pure_lines,,,
P1.2.55,pure_lines,15,2,3,2017_stock,6017,pure_lines,,,
P1.6.55,pure_lines,15,2,4,2017_stock,6125,pure_lines,,,
W1.9.01,pure_lines,15,2,5,Lovvik-4,Lovvik-4,pure_lines,,,
P2.1.01,pure_lines,15,2,6,P1.1.53,1158,pure_lines,,,
P1.4.55,pure_lines,15,3,1,2017_stock,6046,pure_lines,,,
P1.10.55,pure_lines,15,3,2,2017_stock,8231,pure_lines,,,
P1.5.57,pure_lines,15,3,3,2017_stock,6092,pure_lines,,,
P2.8.01,pure_lines,15,3,4,P1.8.36,6237,pure_lines,,,
P2.7.02,pure_lines,15,3,5,P1.7.22,6184,pure_lines,,,
P1.3.55,pure_lines,15,3,6,2017_stock,6024,pure_lines,,,
W1.7.01,pure_lines,15,4,1,Lovvik-1,Lovvik-1,pure_lines,,,
P2.6.01,pure_lines,15,4,2,P1.6.45,6125,pure_lines,,,
P1.4.56,pure_lines,15,4,3,2017_stock,6046,pure_lines,,,
P2.1.02,pure_lines,15,4,4,P1.1.51,1158,pure_lines,,,
P2.1.03,pure_lines,15,4,5,P1.1.33,1158,pure_lines,,,
P1.5.58,pure_lines,15,4,6,2017_stock,6092,pure_lines,,,
P2.4.01,pure_lines,15,5,1,P1.4.34,6046,pure_lines,,,
P2.4.02,pure_lines,15,5,2,P1.4.31,6046,pure_lines,,,
P2.3.01,pure_lines,15,5,3,P1.3.50,6024,pure_lines,,,
P2.6.02,pure_lines,15,5,4,P1.6.44,6125,pure_lines,,,
W1.9.02,pure_lines,15,5,5,Lovvik-4,Lovvik-4,pure_lines,,,
P2.5.01,pure_lines,15,5,6,P1.5.54,6092,pure_lines,,,
P2.7.03,pure_lines,15,6,1,P1.7.08,6184,pure_lines,,,
W1.1.01,pure_lines,15,6,2,Eden-Road-1,Eden-Road-1,pure_lines,,,
P2.8.02,pure_lines,15,6,3,P1.8.07,6237,pure_lines,,,
P2.4.03,pure_lines,15,6,4,P1.4.45,6046,pure_lines,,,
NA,pure_lines,15,6,5,NA,NA,pure_lines,,,
P2.1.04,pure_lines,15,6,6,P1.1.08,1158,pure_lines,,,
P2.7.04,pure_lines,15,7,1,P1.7.47,6184,pure_lines,,,
P1.4.57,pure_lines,15,7,3,2017_stock,6046,pure_lines,,,
P1.8.55,pure_lines,15,7,4,2017_stock,6237,pure_lines,,,
P2.3.02,pure_lines,15,7,5,P1.3.46,6024,pure_lines,,,
P2.10.01,pure_lines,15,7,6,P1.10.17,8231,pure_lines,,,
P1.7.56,pure_lines,15,7,,2017_stock,6184,pure_lines,,,
W1.6.02,pure_lines,15,8,1,Hossjo-6,Hossjo-6,pure_lines,,,
P2.3.03,pure_lines,15,8,2,P1.3.45,6024,pure_lines,,,
P1.6.56,pure_lines,15,8,3,2017_stock,6125,pure_lines,,,
P1.6.57,pure_lines,15,8,4,2017_stock,6125,pure_lines,,,
P2.7.05,pure_lines,15,8,5,P1.7.40,6184,pure_lines,,,
P2.7.06,pure_lines,15,8,6,P1.7.48,6184,pure_lines,,,
P2.3.04,pure_lines,15,9,1,P1.3.35,6024,pure_lines,,,
W1.1.02,pure_lines,15,9,2,Eden-Road-1,Eden-Road-1,pure_lines,,,
P1.2.56,pure_lines,15,9,3,2017_stock,6017,pure_lines,,,
P2.4.04,pure_lines,15,9,4,P1.4.16,6046,pure_lines,,,
P2.6.03,pure_lines,15,9,5,P1.6.35,6125,pure_lines,,,
P1.8.56,pure_lines,15,9,6,2017_stock,6237,pure_lines,,,
P2.4.05,pure_lines,15,10,1,P1.4.29,6046,pure_lines,,,
W1.5.02,pure_lines,15,10,2,Hossjo-2,Hossjo-2,pure_lines,,,
P2.9.01,pure_lines,15,10,3,P1.9.32,6244,pure_lines,,,
P2.5.02,pure_lines,15,10,4,P1.5.14,6092,pure_lines,,,
W1.1.03,pure_lines,15,10,5,Eden-Road-1,Eden-Road-1,pure_lines,,,
W1.5.03,pure_lines,15,10,6,Hossjo-2,Hossjo-2,pure_lines,,,
W1.3.01,pure_lines,15,11,1,Eden-Road-3,Eden-Road-3,pure_lines,,,
W1.6.03,pure_lines,15,11,2,Hossjo-6,Hossjo-6,pure_lines,,,
W1.8.01,pure_lines,15,11,3,Lovvik-2,Lovvik-2,pure_lines,,,
W1.7.02,pure_lines,15,11,4,Lovvik-1,Lovvik-1,pure_lines,,,
W1.7.03,pure_lines,15,11,5,Lovvik-1,Lovvik-1,pure_lines,,,
P1.5.59,pure_lines,15,11,6,2017_stock,6092,pure_lines,,,
W1.2.01,pure_lines,16,1,1,Eden-Road-2,Eden-Road-2,pure_lines,,,
W1.7.04,pure_lines,16,1,2,Lovvik-1,Lovvik-1,pure_lines,,,
P1.2.57,pure_lines,16,1,3,2017_stock,6017,pure_lines,,,
P2.7.07,pure_lines,16,1,4,P1.7.17,6184,pure_lines,,,
P2.7.08,pure_lines,16,1,5,P1.7.26,6184,pure_lines,,,
P2.10.02,pure_lines,16,1,6,P1.10.38,8231,pure_lines,,,
W1.3.02,pure_lines,16,2,1,Eden-Road-3,Eden-Road-3,pure_lines,,,
P1.7.57,pure_lines,16,2,2,2017_stock,6184,pure_lines,,,
P1.2.58,pure_lines,16,2,3,2017_stock,6017,pure_lines,,,
P1.6.58,pure_lines,16,2,4,2017_stock,6125,pure_lines,,,
P1.10.56,pure_lines,16,2,5,2017_stock,8231,pure_lines,,,
P2.10.03,pure_lines,16,2,6,P1.10.33,8231,pure_lines,,,
W1.6.04,pure_lines,16,3,1,Hossjo-6,Hossjo-6,pure_lines,,,
W1.8.02,pure_lines,16,3,2,Lovvik-2,Lovvik-2,pure_lines,,,
P2.5.03,pure_lines,16,3,3,P1.5.46,6092,pure_lines,,,
P1.8.57,pure_lines,16,3,4,2017_stock,6237,pure_lines,,,
P2.1.05,pure_lines,16,3,5,P1.1.11,1158,pure_lines,,,
P1.9.55,pure_lines,16,3,6,2017_stock,6244,pure_lines,,,
P2.8.03,pure_lines,16,4,1,P1.8.54,6237,pure_lines,,,
W1.1.04,pure_lines,16,4,2,Eden-Road-1,Eden-Road-1,pure_lines,,,
P1.8.58,pure_lines,16,4,3,2017_stock,6237,pure_lines,,,
P1.4.58,pure_lines,16,4,4,2017_stock,6046,pure_lines,,,
P1.5.60,pure_lines,16,4,5,2017_stock,6092,pure_lines,,,
P1.5.61,pure_lines,16,4,6,2017_stock,6092,pure_lines,,,
P2.8.04,pure_lines,16,5,1,P1.8.33,6237,pure_lines,,,
P2.3.05,pure_lines,16,5,2,P1.3.34,6024,pure_lines,,,
P2.6.04,pure_lines,16,5,3,P1.6.26,6125,pure_lines,,,
W1.6.05,pure_lines,16,5,4,Hossjo-6,Hossjo-6,pure_lines,,,
P1.6.59,pure_lines,16,5,5,2017_stock,6125,pure_lines,,,
P1.2.59,pure_lines,16,5,6,2017_stock,6017,pure_lines,,,
P1.8.59,pure_lines,16,6,1,2017_stock,6237,pure_lines,,,
P2.10.04,pure_lines,16,6,2,P1.10.51,8231,pure_lines,,,
P2.9.02,pure_lines,16,6,3,P1.9.10,6244,pure_lines,,,
P2.8.05,pure_lines,16,6,4,P1.8.28,6237,pure_lines,,,
W1.8.03,pure_lines,16,6,5,Lovvik-2,Lovvik-2,pure_lines,,,
P1.2.60,pure_lines,16,6,6,2017_stock,6017,pure_lines,,,
W1.5.04,pure_lines,16,7,1,Hossjo-2,Hossjo-2,pure_lines,,,
P2.9.03,pure_lines,16,7,2,P1.9.43,6244,pure_lines,,,
W1.4.01,pure_lines,16,7,3,Hossjo-8,Hossjo-8,pure_lines,,,
P1.3.56,pure_lines,16,7,4,2017_stock,6024,pure_lines,,,
P2.8.06,pure_lines,16,7,5,P1.8.13,6237,pure_lines,,,
W1.3.03,pure_lines,16,7,6,Eden-Road-3,Eden-Road-3,pure_lines,,,
P2.10.05,pure_lines,16,8,1,P1.10.43,8231,pure_lines,,,
W1.4.02,pure_lines,16,8,2,Hossjo-8,Hossjo-8,pure_lines,,,
P2.10.06,pure_lines,16,8,3,P1.10.07,8231,pure_lines,,,
P1.4.59,pure_lines,16,8,4,2017_stock,6046,pure_lines,,,
P1.2.61,pure_lines,16,8,5,2017_stock,6017,pure_lines,,,
P1.7.58,pure_lines,16,8,6,2017_stock,6184,pure_lines,,,
P2.9.04,pure_lines,16,9,1,P1.9.19,6244,pure_lines,,,
P2.8.07,pure_lines,16,9,2,P1.8.19,6237,pure_lines,,,
P1.2.62,pure_lines,16,9,3,2017_stock,6017,pure_lines,,,
P2.8.08,pure_lines,16,9,4,P1.8.44,6237,pure_lines,,,
P2.4.06,pure_lines,16,9,5,P1.4.09,6046,pure_lines,,,
W1.1.05,pure_lines,16,9,6,Eden-Road-1,Eden-Road-1,pure_lines,,,
P2.9.05,pure_lines,16,10,1,P1.9.41,6244,pure_lines,,,
P2.7.09,pure_lines,16,10,2,P1.7.06,6184,pure_lines,,,
W1.5.05,pure_lines,16,10,3,Hossjo-2,Hossjo-2,pure_lines,,,
P2.3.06,pure_lines,16,10,4,P1.3.27,6024,pure_lines,,,
W1.4.03,pure_lines,16,10,5,Hossjo-8,Hossjo-8,pure_lines,,,
P1.1.56,pure_lines,16,10,6,2017_stock,1158,pure_lines,,,
P1.2.63,pure_lines,16,11,1,2017_stock,6017,pure_lines,,,
W1.5.06,pure_lines,16,11,2,Hossjo-2,Hossjo-2,pure_lines,,,
P1.10.57,pure_lines,16,11,3,2017_stock,8231,pure_lines,,,
P2.3.07,pure_lines,16,11,4,P1.3.23,6024,pure_lines,,,
P2.4.07,pure_lines,16,11,5,P1.4.30,6046,pure_lines,,,
P1.8.60,pure_lines,16,11,6,2017_stock,6237,pure_lines,,,
P2.3.08,pure_lines,17,1,1,P1.3.19,6024,pure_lines,,,
P1.7.59,pure_lines,17,1,2,2017_stock,6184,pure_lines,,,
W1.5.07,pure_lines,17,1,3,Hossjo-2,Hossjo-2,pure_lines,,,
P1.1.57,pure_lines,17,1,4,2017_stock,1158,pure_lines,,,
P1.9.56,pure_lines,17,1,5,2017_stock,6244,pure_lines,,,
P1.10.58,pure_lines,17,1,6,2017_stock,8231,pure_lines,,,
P1.7.60,pure_lines,17,2,1,2017_stock,6184,pure_lines,,,
P1.1.58,pure_lines,17,2,2,2017_stock,1158,pure_lines,,,
P2.5.04,pure_lines,17,2,3,P1.5.25,6092,pure_lines,,,
P1.3.57,pure_lines,17,2,4,2017_stock,6024,pure_lines,,,
P2.5.05,pure_lines,17,2,5,P1.5.07,6092,pure_lines,,,
P2.6.05,pure_lines,17,2,6,P1.6.21,6125,pure_lines,,,
P1.7.61,pure_lines,17,3,1,2017_stock,6184,pure_lines,,,
P1.5.62,pure_lines,17,3,2,2017_stock,6092,pure_lines,,,
P2.4.08,pure_lines,17,3,3,P1.4.19,6046,pure_lines,,,
W1.3.04,pure_lines,17,3,4,Eden-Road-3,Eden-Road-3,pure_lines,,,
P1.10.59,pure_lines,17,3,5,2017_stock,8231,pure_lines,,,
P1.1.59,pure_lines,17,3,6,2017_stock,1158,pure_lines,,,
P1.7.62,pure_lines,17,4,1,2017_stock,6184,pure_lines,,,
P2.5.06,pure_lines,17,4,2,P1.5.40,6092,pure_lines,,,
P2.10.07,pure_lines,17,4,3,P1.10.40,8231,pure_lines,,,
P1.3.58,pure_lines,17,4,4,2017_stock,6024,pure_lines,,,
P1.2.64,pure_lines,17,4,5,2017_stock,6017,pure_lines,,,
P2.9.06,pure_lines,17,4,6,P1.9.23,6244,pure_lines,,,
P1.10.60,pure_lines,17,5,1,2017_stock,8231,pure_lines,,,
W1.9.03,pure_lines,17,5,2,Lovvik-4,Lovvik-4,pure_lines,,,
P2.5.07,pure_lines,17,5,3,P1.5.12,6092,pure_lines,,,
P1.4.60,pure_lines,17,5,4,2017_stock,6046,pure_lines,,,
P1.1.60,pure_lines,17,5,5,2017_stock,1158,pure_lines,,,
P1.4.61,pure_lines,17,5,6,2017_stock,6046,pure_lines,,,
W1.8.04,pure_lines,17,6,1,Lovvik-2,Lovvik-2,pure_lines,,,
